original_filename,temporary_filename,proposed_filename,stage
Gas Records_categorized.json,.codex-renaming-135028933bdb-Gas Records_categorized.json,Gas Records - 03.json,final
GC Bike Repairs Ltd - App3 - GetReportByID.json,.codex-renaming-135028933bdb-GC Bike Repairs Ltd - App3 - GetReportByID.json,GC Bike Repairs Ltd - 01.json,final
GC Bike Repairs Ltd.json,.codex-renaming-135028933bdb-GC Bike Repairs Ltd.json,GC Bike Repairs Ltd - 02.json,final
GC COUTURE LTD.json,.codex-renaming-135028933bdb-GC COUTURE LTD.json,GC COUTURE Ltd.json,final
Gem drycleaning & tailoring services ltd.json,.codex-renaming-135028933bdb-Gem drycleaning & tailoring services ltd.json,Gem Drycleaning & Tailoring Services Ltd.json,final
Get Outside Events Limited.json,.codex-renaming-135028933bdb-Get Outside Events Limited.json,Get Outside Events Limited - 01.json,final
"Get Outside Events Limited_0,0.json",".codex-renaming-135028933bdb-Get Outside Events Limited_0,0.json",Get Outside Events Limited - 02.json,final
GIT Support LTD.json,.codex-renaming-135028933bdb-GIT Support LTD.json,GIT Support Ltd - 01.json,final
"GIT Support LTD_0,0.json",".codex-renaming-135028933bdb-GIT Support LTD_0,0.json",GIT Support Ltd - 02.json,final
GIT Support LTD_categorized.json,.codex-renaming-135028933bdb-GIT Support LTD_categorized.json,GIT Support Ltd - 03.json,final
"GIT Support LTD_categorized_0,0.json",".codex-renaming-135028933bdb-GIT Support LTD_categorized_0,0.json",GIT Support Ltd - 04.json,final
Go Commercial Finance Ltd - GetReportByID.json,.codex-renaming-135028933bdb-Go Commercial Finance Ltd - GetReportByID.json,Go Commercial Finance Ltd - 01.json,final
"Go Commercial Finance Ltd_0,0.json",".codex-renaming-135028933bdb-Go Commercial Finance Ltd_0,0.json",Go Commercial Finance Ltd - 02.json,final
Go Commercial Finance Ltd_categorized.json,.codex-renaming-135028933bdb-Go Commercial Finance Ltd_categorized.json,Go Commercial Finance Ltd - 03.json,final
Good Geezers Welling Ltd Transaction Limited.json,.codex-renaming-135028933bdb-Good Geezers Welling Ltd Transaction Limited.json,Good Geezers Welling Ltd - 01.json,final
"Good Geezers Welling Ltd Transaction Limited_0,0.json",".codex-renaming-135028933bdb-Good Geezers Welling Ltd Transaction Limited_0,0.json",Good Geezers Welling Ltd - 02.json,final
Good Geezers Welling Ltd Transaction Limited_categorized.json,.codex-renaming-135028933bdb-Good Geezers Welling Ltd Transaction Limited_categorized.json,Good Geezers Welling Ltd - 03.json,final
Gozone Care Ltd - Transaction Report.json,.codex-renaming-135028933bdb-Gozone Care Ltd - Transaction Report.json,Gozone Care Ltd - 01.json,final
"Gozone Care Ltd_0,0.json",".codex-renaming-135028933bdb-Gozone Care Ltd_0,0.json",Gozone Care Ltd - 02.json,final
Gozone Care Ltd_categorized.json,.codex-renaming-135028933bdb-Gozone Care Ltd_categorized.json,Gozone Care Ltd - 03.json,final
GRAZKA LIMITED.json,.codex-renaming-135028933bdb-GRAZKA LIMITED.json,GRAZKA Limited.json,final
Green Future Search Lab - GetReportByID.json,.codex-renaming-135028933bdb-Green Future Search Lab - GetReportByID.json,Green Future Search Lab - 01.json,final
"Green Future Search Lab_0,0.json",".codex-renaming-135028933bdb-Green Future Search Lab_0,0.json",Green Future Search Lab - 02.json,final
Green Future Search Lab_categorized.json,.codex-renaming-135028933bdb-Green Future Search Lab_categorized.json,Green Future Search Lab - 03.json,final
greenlight digital.json,.codex-renaming-135028933bdb-greenlight digital.json,Greenlight Digital.json,final
GreenSec limited - Transaction Report.json,.codex-renaming-135028933bdb-GreenSec limited - Transaction Report.json,GreenSec Limited - 01.json,final
"GreenSec Limited_0,0.json",".codex-renaming-135028933bdb-GreenSec Limited_0,0.json",GreenSec Limited - 02.json,final
GreenSec Limited_categorized.json,.codex-renaming-135028933bdb-GreenSec Limited_categorized.json,GreenSec Limited - 03.json,final
Habitat music studios ltd app 2.json,.codex-renaming-135028933bdb-Habitat music studios ltd app 2.json,Habitat Music Studios Ltd.json,final
Hair and Beauty Palace Ventures Limited.json,.codex-renaming-135028933bdb-Hair and Beauty Palace Ventures Limited.json,Hair And Beauty Palace Ventures Limited.json,final
Hans Lec Design - Transaction Report.json,.codex-renaming-135028933bdb-Hans Lec Design - Transaction Report.json,Hans Lec Design - 01.json,final
"Hans Lec Design_0,0.json",".codex-renaming-135028933bdb-Hans Lec Design_0,0.json",Hans Lec Design - 02.json,final
Hans Lec Design_categorized.json,.codex-renaming-135028933bdb-Hans Lec Design_categorized.json,Hans Lec Design - 03.json,final
Hans-Lec Transaction Report.json,.codex-renaming-135028933bdb-Hans-Lec Transaction Report.json,Hans-Lec - 01.json,final
"Hans-Lec Transaction Report_0,0.json",".codex-renaming-135028933bdb-Hans-Lec Transaction Report_0,0.json",Hans-Lec - 02.json,final
Happy Travel Limited.json,.codex-renaming-135028933bdb-Happy Travel Limited.json,Happy Travel Limited - 01.json,final
Happy Travel Limited_categorized(1).json,.codex-renaming-135028933bdb-Happy Travel Limited_categorized(1).json,Happy Travel Limited - 02.json,final
Happy Travel Limited_categorized.json,.codex-renaming-135028933bdb-Happy Travel Limited_categorized.json,Happy Travel Limited - 03.json,final
Hardman Fitness LTD.json,.codex-renaming-135028933bdb-Hardman Fitness LTD.json,Hardman Fitness Ltd.json,final
Harley Street Hair Transplants - Transaction Report.json,.codex-renaming-135028933bdb-Harley Street Hair Transplants - Transaction Report.json,Harley Street Hair Transplants - 01.json,final
"Harley Street Hair Transplants_0,0.json",".codex-renaming-135028933bdb-Harley Street Hair Transplants_0,0.json",Harley Street Hair Transplants - 02.json,final
Hashmis and Bukharis Ltd.json,.codex-renaming-135028933bdb-Hashmis and Bukharis Ltd.json,Hashmis And Bukharis Ltd - 01.json,final
"Hashmis and Bukharis Ltd_0,0.json",".codex-renaming-135028933bdb-Hashmis and Bukharis Ltd_0,0.json",Hashmis And Bukharis Ltd - 02.json,final
Hashmis and Bukharis Ltd_categorized.json,.codex-renaming-135028933bdb-Hashmis and Bukharis Ltd_categorized.json,Hashmis And Bukharis Ltd - 03.json,final
Haus of sass limited by Stephanie limited.json,.codex-renaming-135028933bdb-Haus of sass limited by Stephanie limited.json,Haus Of Sass Limited By Stephanie Limited.json,final
Heart of the home interiors.json,.codex-renaming-135028933bdb-Heart of the home interiors.json,Heart Of The Home Interiors.json,final
Hemming Logistics Ltd - Transaction Report.json,.codex-renaming-135028933bdb-Hemming Logistics Ltd - Transaction Report.json,Hemming Logistics Ltd - 01.json,final
"Hemming Logistics Ltd_0,0.json",".codex-renaming-135028933bdb-Hemming Logistics Ltd_0,0.json",Hemming Logistics Ltd - 02.json,final
HERNE HILL DRY CLEANERS LIMITED.json,.codex-renaming-135028933bdb-HERNE HILL DRY CLEANERS LIMITED.json,HERNE HILL DRY CLEANERS Limited.json,final
HEWITT AND HYLAND LEISURE LIMITED - Transaction Report.json,.codex-renaming-135028933bdb-HEWITT AND HYLAND LEISURE LIMITED - Transaction Report.json,HEWITT AND HYLAND LEISURE Limited.json,final
Hewitt and Hyland Leisure Ltd_categorized.json,.codex-renaming-135028933bdb-Hewitt and Hyland Leisure Ltd_categorized.json,Hewitt And Hyland Leisure Ltd.json,final
HIdden Pretty Gifts Ltd app 2.json,.codex-renaming-135028933bdb-HIdden Pretty Gifts Ltd app 2.json,HIdden Pretty Gifts Ltd - 01.json,final
Hidden Pretty Gifts Ltd.json,.codex-renaming-135028933bdb-Hidden Pretty Gifts Ltd.json,Hidden Pretty Gifts Ltd - 02.json,final
House of Mystery.json,.codex-renaming-135028933bdb-House of Mystery.json,House Of Mystery.json,final
HumbleEgg Ltd - Transaction Report.json,.codex-renaming-135028933bdb-HumbleEgg Ltd - Transaction Report.json,HumbleEgg Ltd - 01.json,final
"HumbleEgg Ltd_0,0.json",".codex-renaming-135028933bdb-HumbleEgg Ltd_0,0.json",HumbleEgg Ltd - 02.json,final
Hursley Childcare Ltd.json,.codex-renaming-135028933bdb-Hursley Childcare Ltd.json,Hursley Childcare Ltd - 01.json,final
"Hursley Childcare Ltd_0,0.json",".codex-renaming-135028933bdb-Hursley Childcare Ltd_0,0.json",Hursley Childcare Ltd - 02.json,final
Hursley Childcare Ltd_categorized.json,.codex-renaming-135028933bdb-Hursley Childcare Ltd_categorized.json,Hursley Childcare Ltd - 03.json,final
Hussains Leicester Ltd.json,.codex-renaming-135028933bdb-Hussains Leicester Ltd.json,Hussains Leicester Ltd - 01.json,final
"Hussains Leicester Ltd_0,0.json",".codex-renaming-135028933bdb-Hussains Leicester Ltd_0,0.json",Hussains Leicester Ltd - 02.json,final
Hussains Leicester Ltd_categorized.json,.codex-renaming-135028933bdb-Hussains Leicester Ltd_categorized.json,Hussains Leicester Ltd - 03.json,final
IBBmedialtd(1).json,.codex-renaming-135028933bdb-IBBmedialtd(1).json,IBBmedialtd - 01.json,final
IBBmedialtd.json,.codex-renaming-135028933bdb-IBBmedialtd.json,IBBmedialtd - 02.json,final
Ings pet store & grooming ltd app 2.json,.codex-renaming-135028933bdb-Ings pet store & grooming ltd app 2.json,Ings Pet Store & Grooming Ltd - 01.json,final
INGS PET STORE & GROOMING LTD.json,.codex-renaming-135028933bdb-INGS PET STORE & GROOMING LTD.json,INGS PET STORE & GROOMING Ltd - 02.json,final
Initiate Theatre Transaction Report.json,.codex-renaming-135028933bdb-Initiate Theatre Transaction Report.json,Initiate Theatre.json,final
Irresistiable Ltd Transaction Report.json,.codex-renaming-135028933bdb-Irresistiable Ltd Transaction Report.json,Irresistiable Ltd.json,final
Ivy aesthetic clinic & academy ltd - Transaction Report.json,.codex-renaming-135028933bdb-Ivy aesthetic clinic & academy ltd - Transaction Report.json,Ivy Aesthetic Clinic & Academy Ltd.json,final
"Ivy Aesthetic Clinic Academy Ltd_0,0.json",".codex-renaming-135028933bdb-Ivy Aesthetic Clinic Academy Ltd_0,0.json",Ivy Aesthetic Clinic Academy Ltd.json,final
J load inc Ltd - GetReportByID.json,.codex-renaming-135028933bdb-J load inc Ltd - GetReportByID.json,J Load Inc Ltd.json,final
Jay Heath Ltd.json,.codex-renaming-135028933bdb-Jay Heath Ltd.json,Jay Heath Ltd - 01.json,final
"Jay Heath Ltd_0,0.json",".codex-renaming-135028933bdb-Jay Heath Ltd_0,0.json",Jay Heath Ltd - 02.json,final
Jb bars ltd - Transaction Report.json,.codex-renaming-135028933bdb-Jb bars ltd - Transaction Report.json,Jb Bars Ltd - 01.json,final
"JB Bars Ltd_0,0.json",".codex-renaming-135028933bdb-JB Bars Ltd_0,0.json",JB Bars Ltd - 02.json,final
JB Bars Ltd_categorized.json,.codex-renaming-135028933bdb-JB Bars Ltd_categorized.json,JB Bars Ltd - 03.json,final
Jemark Ltd.json,.codex-renaming-135028933bdb-Jemark Ltd.json,Jemark Ltd - 01.json,final
"Jemark Ltd_0,0.json",".codex-renaming-135028933bdb-Jemark Ltd_0,0.json",Jemark Ltd - 02.json,final
Joao motorcycles Ltd app 2.json,.codex-renaming-135028933bdb-Joao motorcycles Ltd app 2.json,Joao Motorcycles Ltd.json,final
Joao motorcyles Ltd.json,.codex-renaming-135028933bdb-Joao motorcyles Ltd.json,Joao Motorcyles Ltd.json,final
JOURNEYMAN BARBERS LTD.json,.codex-renaming-135028933bdb-JOURNEYMAN BARBERS LTD.json,JOURNEYMAN BARBERS Ltd.json,final
K.B Motors York LTD - GetReportByID.json,.codex-renaming-135028933bdb-K.B Motors York LTD - GetReportByID.json,K.B Motors York Ltd.json,final
KAHRAS KEIGHLEY LTD.json,.codex-renaming-135028933bdb-KAHRAS KEIGHLEY LTD.json,KAHRAS KEIGHLEY Ltd.json,final
Kam marketing Group Limited.json,.codex-renaming-135028933bdb-Kam marketing Group Limited.json,Kam Marketing Group Limited - 01.json,final
"Kam marketing Group Limited_0,0.json",".codex-renaming-135028933bdb-Kam marketing Group Limited_0,0.json",Kam Marketing Group Limited - 02.json,final
Ketco Direct Limited - Transaction Report.json,.codex-renaming-135028933bdb-Ketco Direct Limited - Transaction Report.json,Ketco Direct Limited - 01.json,final
"Ketco Direct Limited_0,0.json",".codex-renaming-135028933bdb-Ketco Direct Limited_0,0.json",Ketco Direct Limited - 02.json,final
Ketco Direct Limited_categorized.json,.codex-renaming-135028933bdb-Ketco Direct Limited_categorized.json,Ketco Direct Limited - 03.json,final
Kids Tech Company Ltd - Transaction Report.json,.codex-renaming-135028933bdb-Kids Tech Company Ltd - Transaction Report.json,Kids Tech Company Ltd - 01.json,final
"Kids Tech Company Ltd_0,0.json",".codex-renaming-135028933bdb-Kids Tech Company Ltd_0,0.json",Kids Tech Company Ltd - 02.json,final
Kimbo and Sons Ltd Transaction Report.json,.codex-renaming-135028933bdb-Kimbo and Sons Ltd Transaction Report.json,Kimbo And Sons Ltd - 01.json,final
"Kimbo and Sons Ltd Transaction Report_0,0.json",".codex-renaming-135028933bdb-Kimbo and Sons Ltd Transaction Report_0,0.json",Kimbo And Sons Ltd - 02.json,final
King Of Steel Media Ltd - Transaction Report.json,.codex-renaming-135028933bdb-King Of Steel Media Ltd - Transaction Report.json,King Of Steel Media Ltd - 01.json,final
"King of Steel Media Ltd_0,0.json",".codex-renaming-135028933bdb-King of Steel Media Ltd_0,0.json",King Of Steel Media Ltd - 02.json,final
King of Steel Media Ltd_categorized.json,.codex-renaming-135028933bdb-King of Steel Media Ltd_categorized.json,King Of Steel Media Ltd - 03.json,final
King of steel media.json,.codex-renaming-135028933bdb-King of steel media.json,King Of Steel Media.json,final
Km luxury enterprises.json,.codex-renaming-135028933bdb-Km luxury enterprises.json,Km Luxury Enterprises.json,final
KMS INSULATIONS LTD - GetReportByID.json,.codex-renaming-135028933bdb-KMS INSULATIONS LTD - GetReportByID.json,KMS INSULATIONS Ltd.json,final
Krafty Designs 4 You Limited - Transaction Report.json,.codex-renaming-135028933bdb-Krafty Designs 4 You Limited - Transaction Report.json,Krafty Designs 4 You Limited - 01.json,final
"Krafty Designs 4 You Limited_0,0.json",".codex-renaming-135028933bdb-Krafty Designs 4 You Limited_0,0.json",Krafty Designs 4 You Limited - 02.json,final
Kurkland Ltd.json,.codex-renaming-135028933bdb-Kurkland Ltd.json,Kurkland Ltd - 01.json,final
"Kurkland Ltd_0,0.json",".codex-renaming-135028933bdb-Kurkland Ltd_0,0.json",Kurkland Ltd - 02.json,final
Lime Service Group Ltd.json,.codex-renaming-135028933bdb-Lime Service Group Ltd.json,Lime Service Group Ltd - 01.json,final
"Lime Service Group Ltd_0,0.json",".codex-renaming-135028933bdb-Lime Service Group Ltd_0,0.json",Lime Service Group Ltd - 02.json,final
Little Einsteins Day Care Ltd - Transaction Report.json,.codex-renaming-135028933bdb-Little Einsteins Day Care Ltd - Transaction Report.json,Little Einsteins Day Care Ltd.json,final
LJR Group Services Limited - GetReportByID.json,.codex-renaming-135028933bdb-LJR Group Services Limited - GetReportByID.json,LJR Group Services Limited - 01.json,final
LJR Group Services Limited.json,.codex-renaming-135028933bdb-LJR Group Services Limited.json,LJR Group Services Limited - 02.json,final
London Recruiting.json,.codex-renaming-135028933bdb-London Recruiting.json,London Recruiting - 01.json,final
"London Recruiting_0,0.json",".codex-renaming-135028933bdb-London Recruiting_0,0.json",London Recruiting - 02.json,final
London21 LTD - Transaction report.json,.codex-renaming-135028933bdb-London21 LTD - Transaction report.json,London21 Ltd - 01.json,final
"London21 Ltd_0,0.json",".codex-renaming-135028933bdb-London21 Ltd_0,0.json",London21 Ltd - 02.json,final
Lopez Plant Hire Ltd - GetReportByID.json,.codex-renaming-135028933bdb-Lopez Plant Hire Ltd - GetReportByID.json,Lopez Plant Hire Ltd - 01.json,final
"Lopez Plant Hire Ltd_0,0.json",".codex-renaming-135028933bdb-Lopez Plant Hire Ltd_0,0.json",Lopez Plant Hire Ltd - 02.json,final
Lopez Plant Hire Ltd_categorized.json,.codex-renaming-135028933bdb-Lopez Plant Hire Ltd_categorized.json,Lopez Plant Hire Ltd - 03.json,final
Luenire Transaction Report.json,.codex-renaming-135028933bdb-Luenire Transaction Report.json,Luenire.json,final
Lumi SKN ltd - Transaction Report.json,.codex-renaming-135028933bdb-Lumi SKN ltd - Transaction Report.json,Lumi SKN Ltd - 01.json,final
"Lumi SKN Ltd_0,0.json",".codex-renaming-135028933bdb-Lumi SKN Ltd_0,0.json",Lumi SKN Ltd - 02.json,final
Lumi SKN Ltd_categorized.json,.codex-renaming-135028933bdb-Lumi SKN Ltd_categorized.json,Lumi SKN Ltd - 03.json,final
luxmax.co.json,.codex-renaming-135028933bdb-luxmax.co.json,Luxmax.co.json,final
Made this for you Ltd Transaction Report.json,.codex-renaming-135028933bdb-Made this for you Ltd Transaction Report.json,Made This For You Ltd - 01.json,final
"Made this for you Ltd Transaction Report_0,0.json",".codex-renaming-135028933bdb-Made this for you Ltd Transaction Report_0,0.json",Made This For You Ltd - 02.json,final
Made this for you Ltd Transaction Report_categorized.json,.codex-renaming-135028933bdb-Made this for you Ltd Transaction Report_categorized.json,Made This For You Ltd - 03.json,final
MADINSKA & CO LTD app 5.json,.codex-renaming-135028933bdb-MADINSKA & CO LTD app 5.json,MADINSKA & CO Ltd - 01.json,final
Madinska & Co Ltd(1).json,.codex-renaming-135028933bdb-Madinska & Co Ltd(1).json,Madinska & Co Ltd - 02.json,final
Madinska & Co Ltd.json,.codex-renaming-135028933bdb-Madinska & Co Ltd.json,Madinska & Co Ltd - 03.json,final
"Madinska & Co Ltd_0,0.json",".codex-renaming-135028933bdb-Madinska & Co Ltd_0,0.json",Madinska & Co Ltd - 04.json,final
Madinska & Co Ltd_categorized.json,.codex-renaming-135028933bdb-Madinska & Co Ltd_categorized.json,Madinska & Co Ltd - 05.json,final
Maj Trade Ltd - Transaction Report.json,.codex-renaming-135028933bdb-Maj Trade Ltd - Transaction Report.json,Maj Trade Ltd - 01.json,final
Maj Trade Ltd.json,.codex-renaming-135028933bdb-Maj Trade Ltd.json,Maj Trade Ltd - 02.json,final
"Maj Trade Ltd_0,0.json",".codex-renaming-135028933bdb-Maj Trade Ltd_0,0.json",Maj Trade Ltd - 03.json,final
MAKARTY LIMITED - GetReportByID (1)(1).json,.codex-renaming-135028933bdb-MAKARTY LIMITED - GetReportByID (1)(1).json,MAKARTY Limited - 01.json,final
